DATE,KECAMATAN_NAME,TOTAL_POPULATION,STERILIZED,RESCUED
2025-03-08,Rungkut,3583,1255,101
2025-03-08,Mulyorejo,1879,1022,135
2025-03-08,Genteng,2005,823,97
2025-03-08,Tegalsari,1615,767,116
2025-03-08,Sawahan,2658,1310,70
2025-03-08,Kenjeran,3444,1083,112
2025-03-09,Gubeng,1796,632,174
2025-03-09,Sukolilo,2521,882,119
2025-03-09,Tambaksari,3775,1116,81
2025-03-09,Wonokromo,2399,1080,95
2025-03-09,Rungkut,3595,1257,101
2025-03-09,Mulyorejo,1886,1027,136
2025-03-09,Genteng,2007,826,97
2025-03-09,Tegalsari,1622,772,120
2025-03-09,Sawahan,2683,1314,71
2025-03-09,Kenjeran,3454,1089,110
2025-03-10,Gubeng,1797,637,175
2025-03-10,Sukolilo,2531,888,122
2025-03-10,Tambaksari,3805,1116,80
2025-03-10,Wonokromo,2421,1085,99
2025-03-10,Rungkut,3612,1258,99
2025-03-10,Mulyorejo,1888,1032,136
2025-03-10,Genteng,2014,830,95
2025-03-10,Tegalsari,1632,777,121
2025-03-10,Sawahan,2710,1316,72
2025-03-10,Kenjeran,3485,1093,109
2025-03-11,Gubeng,1807,640,175
2025-03-11,Sukolilo,2549,889,120
2025-03-11,Tambaksari,3806,1117,81
2025-03-11,Wonokromo,2433,1089,97
2025-03-11,Rungkut,3622,1260,102
2025-03-11,Mulyorejo,1895,1036,136
2025-03-11,Genteng,2029,833,94
2025-03-11,Tegalsari,1632,783,119
2025-03-11,Sawahan,2721,1321,73
2025-03-11,Kenjeran,3526,1099,112
2025-03-12,Gubeng,1827,642,178
2025-03-12,Sukolilo,2558,889,122
2025-03-12,Tambaksari,3830,1119,85
2025-03-12,Wonokromo,2435,1094,100
2025-03-12,Rungkut,3648,1266,102
2025-03-12,Mulyorejo,1903,1036,135
2025-03-12,Genteng,2047,834,98
2025-03-12,Tegalsari,1640,785,121
2025-03-12,Sawahan,2736,1324,77
2025-03-12,Kenjeran,3567,1100,114
2025-03-13,Gubeng,1845,642,178
2025-03-13,Sukolilo,2569,894,125
2025-03-13,Tambaksari,3851,1122,89
2025-03-13,Wonokromo,2444,1098,98
2025-03-13,Rungkut,3652,1268,105
2025-03-13,Mulyorejo,1902,1039,138
2025-03-13,Genteng,2058,835,102
2025-03-13,Tegalsari,1653,790,123
2025-03-13,Sawahan,2738,1325,78
2025-03-13,Kenjeran,3588,1106,112
2025-03-14,Gubeng,1863,646,177
2025-03-14,Sukolilo,2577,895,125
2025-03-14,Tambaksari,3894,1123,89
2025-03-14,Wonokromo,2469,1102,98
2025-03-14,Rungkut,3687,1270,104
2025-03-14,Mulyorejo,1913,1043,138
2025-03-14,Genteng,2059,837,104
2025-03-14,Tegalsari,1661,794,126
2025-03-14,Sawahan,2740,1329,77
2025-03-14,Kenjeran,3594,1110,115
2025-03-15,Gubeng,1882,648,181
2025-03-15,Sukolilo,2604,895,129
2025-03-15,Tambaksari,3934,1123,87
2025-03-15,Wonokromo,2494,1108,100
2025-03-15,Rungkut,3697,1271,108
2025-03-15,Mulyorejo,1923,1047,141
2025-03-15,Genteng,2058,842,106
2025-03-15,Tegalsari,1665,796,127
2025-03-15,Sawahan,2744,1335,80
2025-03-15,Kenjeran,3611,1113,113
2025-03-16,Gubeng,1897,649,182
2025-03-16,Sukolilo,2616,898,128
2025-03-16,Tambaksari,3950,1124,87
2025-03-16,Wonokromo,2517,1110,103
2025-03-16,Rungkut,3739,1273,109
2025-03-16,Mulyorejo,1923,1049,143
2025-03-16,Genteng,2070,844,105
2025-03-16,Tegalsari,1672,798,128
2025-03-16,Sawahan,2749,1335,78
2025-03-16,Kenjeran,3623,1116,117
2025-03-17,Gubeng,1910,650,186
2025-03-17,Sukolilo,2643,904,128
2025-03-17,Tambaksari,3994,1129,87
2025-03-17,Wonokromo,2520,1111,104
2025-03-17,Rungkut,3782,1276,110
2025-03-17,Mulyorejo,1940,1052,141
2025-03-17,Genteng,2070,847,107
2025-03-17,Tegalsari,1679,799,127
2025-03-17,Sawahan,2765,1335,76
2025-03-17,Kenjeran,3634,1120,121
2025-03-18,Gubeng,1924,653,186
2025-03-18,Sukolilo,2659,910,126
2025-03-18,Tambaksari,4014,1131,90
2025-03-18,Wonokromo,2528,1114,104
2025-03-18,Rungkut,3782,1276,112
2025-03-18,Mulyorejo,1950,1054,143
2025-03-18,Genteng,2075,850,109
2025-03-18,Tegalsari,1686,803,127
2025-03-18,Sawahan,2789,1339,79
2025-03-18,Kenjeran,3660,1121,119
2025-03-19,Gubeng,1932,659,186
2025-03-19,Sukolilo,2676,912,130
2025-03-19,Tambaksari,4021,1135,92
2025-03-19,Wonokromo,2538,1114,102
2025-03-19,Rungkut,3782,1281,112
2025-03-19,Mulyorejo,1966,1058,144
2025-03-19,Genteng,2077,854,108
2025-03-19,Tegalsari,1691,807,127
2025-03-19,Sawahan,2791,1343,82
2025-03-19,Kenjeran,3696,1125,119
2025-03-20,Gubeng,1943,663,188
2025-03-20,Sukolilo,2691,916,130
2025-03-20,Tambaksari,4044,1135,92
2025-03-20,Wonokromo,2545,1114,103
2025-03-20,Rungkut,3807,1287,115
2025-03-20,Mulyorejo,1983,1063,142
2025-03-20,Genteng,2090,856,111
2025-03-20,Tegalsari,1705,813,129
2025-03-20,Sawahan,2807,1348,80
2025-03-20,Kenjeran,3721,1126,121
2025-03-21,Gubeng,1957,667,192
2025-03-21,Sukolilo,2717,917,134
2025-03-21,Tambaksari,4077,1135,94
2025-03-21,Wonokromo,2571,1114,102
2025-03-21,Rungkut,3806,1289,116
2025-03-21,Mulyorejo,1983,1068,141
2025-03-21,Genteng,2099,862,113
2025-03-21,Tegalsari,1722,819,133
2025-03-21,Sawahan,2828,1348,83
2025-03-21,Kenjeran,3726,1127,123
2025-03-22,Gubeng,1964,672,193
2025-03-22,Sukolilo,2733,919,133
2025-03-22,Tambaksari,4099,1139,94
2025-03-22,Wonokromo,2585,1119,106
2025-03-22,Rungkut,3844,1294,119
2025-03-22,Mulyorejo,1999,1070,143
2025-03-22,Genteng,2109,863,113
2025-03-22,Tegalsari,1731,820,133
2025-03-22,Sawahan,2851,1353,82
2025-03-22,Kenjeran,3756,1130,123
2025-03-23,Gubeng,1974,676,197
2025-03-23,Sukolilo,2756,921,131
2025-03-23,Tambaksari,4127,1143,95
2025-03-23,Wonokromo,2610,1122,110
2025-03-23,Rungkut,3858,1300,123
2025-03-23,Mulyorejo,1999,1070,143
2025-03-23,Genteng,2131,863,113
2025-03-23,Tegalsari,1748,825,133
2025-03-23,Sawahan,2873,1354,81
2025-03-23,Kenjeran,3793,1132,125
2025-03-24,Gubeng,1990,677,195
2025-03-24,Sukolilo,2775,925,130
2025-03-24,Tambaksari,4139,1148,97
2025-03-24,Wonokromo,2615,1123,108
2025-03-24,Rungkut,3861,1302,126
2025-03-24,Mulyorejo,2007,1075,147
2025-03-24,Genteng,2133,867,112
2025-03-24,Tegalsari,1754,828,134
2025-03-24,Sawahan,2892,1360,81
2025-03-24,Kenjeran,3807,1137,123
2025-03-25,Gubeng,2011,677,198
2025-03-25,Sukolilo,2793,929,133
2025-03-25,Tambaksari,4175,1148,96
2025-03-25,Wonokromo,2626,1129,107
2025-03-25,Rungkut,3903,1302,130
2025-03-25,Mulyorejo,2013,1078,146
2025-03-25,Genteng,2155,873,112
2025-03-25,Tegalsari,1770,828,134
2025-03-25,Sawahan,2908,1360,81
2025-03-25,Kenjeran,3819,1142,125
2025-03-26,Gubeng,2023,678,202
2025-03-26,Sukolilo,2809,931,132
2025-03-26,Tambaksari,4215,1150,95
2025-03-26,Wonokromo,2646,1134,107
2025-03-26,Rungkut,3935,1302,133
2025-03-26,Mulyorejo,2018,1080,148
2025-03-26,Genteng,2171,874,111
2025-03-26,Tegalsari,1781,833,135
2025-03-26,Sawahan,2933,1364,81
2025-03-26,Kenjeran,3822,1147,123
2025-03-27,Gubeng,2027,679,203
2025-03-27,Sukolilo,2819,932,130
2025-03-27,Tambaksari,4228,1151,96
2025-03-27,Wonokromo,2667,1136,107
2025-03-27,Rungkut,3961,1306,131
2025-03-27,Mulyorejo,2021,1082,151
2025-03-27,Genteng,2175,879,109
2025-03-27,Tegalsari,1789,834,136
2025-03-27,Sawahan,2954,1369,85
2025-03-27,Kenjeran,3835,1147,126
2025-03-28,Gubeng,2048,681,203
2025-03-28,Sukolilo,2839,933,129
2025-03-28,Tambaksari,4252,1154,99
2025-03-28,Wonokromo,2696,1138,108
2025-03-28,Rungkut,3993,1309,135
2025-03-28,Mulyorejo,2031,1087,155
2025-03-28,Genteng,2179,880,112
2025-03-28,Tegalsari,1803,840,140
2025-03-28,Sawahan,2953,1372,87
2025-03-28,Kenjeran,3867,1147,128
2025-03-29,Gubeng,2050,687,205
2025-03-29,Sukolilo,2869,934,131
2025-03-29,Tambaksari,4279,1155,99
2025-03-29,Wonokromo,2721,1141,106
2025-03-29,Rungkut,4024,1314,137
2025-03-29,Mulyorejo,2040,1091,156
2025-03-29,Genteng,2198,883,111
2025-03-29,Tegalsari,1812,843,142
2025-03-29,Sawahan,2952,1375,90
2025-03-29,Kenjeran,3904,1152,126
2025-03-30,Gubeng,2059,693,203
2025-03-30,Sukolilo,2894,938,129
2025-03-30,Tambaksari,4281,1157,102
2025-03-30,Wonokromo,2721,1141,104
2025-03-30,Rungkut,4070,1317,135
2025-03-30,Mulyorejo,2044,1092,160
2025-03-30,Genteng,2200,888,114
2025-03-30,Tegalsari,1824,846,142
2025-03-30,Sawahan,2984,1378,91
2025-03-30,Kenjeran,3944,1155,127
2025-03-31,Gubeng,2060,698,207
2025-03-31,Sukolilo,2912,943,133
2025-03-31,Tambaksari,4299,1158,104
2025-03-31,Wonokromo,2731,1142,107
2025-03-31,Rungkut,4116,1323,133
2025-03-31,Mulyorejo,2059,1094,161
2025-03-31,Genteng,2216,892,115
2025-03-31,Tegalsari,1833,852,141
2025-03-31,Sawahan,2989,1380,90
2025-03-31,Kenjeran,3956,1160,131
2025-04-01,Gubeng,2062,704,210
2025-04-01,Sukolilo,2926,949,131
2025-04-01,Tambaksari,4311,1158,102
2025-04-01,Wonokromo,2748,1145,109
2025-04-01,Rungkut,4148,1329,131
2025-04-01,Mulyorejo,2062,1094,162
2025-04-01,Genteng,2226,896,114
2025-04-01,Tegalsari,1847,858,139
2025-04-01,Sawahan,2991,1382,89
2025-04-01,Kenjeran,3994,1165,133
2025-04-02,Gubeng,2069,708,214
2025-04-02,Sukolilo,2949,951,130
2025-04-02,Tambaksari,4327,1159,105
2025-04-02,Wonokromo,2763,1148,109
2025-04-02,Rungkut,4160,1333,133
2025-04-02,Mulyorejo,2081,1095,165
2025-04-02,Genteng,2242,900,115
2025-04-02,Tegalsari,1846,860,142
2025-04-02,Sawahan,3012,1388,91
2025-04-02,Kenjeran,4009,1168,134
2025-04-03,Gubeng,2072,711,213
2025-04-03,Sukolilo,2975,954,129
2025-04-03,Tambaksari,4371,1161,109
2025-04-03,Wonokromo,2784,1154,110
2025-04-03,Rungkut,4204,1337,134
2025-04-03,Mulyorejo,2102,1099,167
2025-04-03,Genteng,2244,901,115
2025-04-03,Tegalsari,1848,865,140
2025-04-03,Sawahan,3042,1394,91
2025-04-03,Kenjeran,4013,1173,138
2025-04-04,Gubeng,2076,713,214
2025-04-04,Sukolilo,2998,958,127
2025-04-04,Tambaksari,4417,1162,113
2025-04-04,Wonokromo,2807,1159,113
2025-04-04,Rungkut,4231,1340,133
2025-04-04,Mulyorejo,2121,1101,167
2025-04-04,Genteng,2268,901,114
2025-04-04,Tegalsari,1867,870,138
2025-04-04,Sawahan,3066,1400,92
2025-04-04,Kenjeran,4056,1178,140
2025-04-05,Gubeng,2093,716,213
2025-04-05,Sukolilo,3017,964,127
2025-04-05,Tambaksari,4437,1166,116
2025-04-05,Wonokromo,2817,1161,113
2025-04-05,Rungkut,4256,1343,134
2025-04-05,Mulyorejo,2120,1106,168
2025-04-05,Genteng,2287,903,113
2025-04-05,Tegalsari,1873,873,136
2025-04-05,Sawahan,3083,1401,95
2025-04-05,Kenjeran,4063,1180,142
2025-04-06,Gubeng,2116,720,216
2025-04-06,Sukolilo,3031,965,126
2025-04-06,Tambaksari,4455,1169,118
2025-04-06,Wonokromo,2843,1164,115
2025-04-06,Rungkut,4288,1348,134
2025-04-06,Mulyorejo,2123,1112,169
2025-04-06,Genteng,2312,908,116
2025-04-06,Tegalsari,1882,874,139
2025-04-06,Sawahan,3109,1402,94
2025-04-06,Kenjeran,4098,1183,141
2025-04-07,Gubeng,2138,724,219
2025-04-07,Sukolilo,3065,969,124
2025-04-07,Tambaksari,4500,1169,122
2025-04-07,Wonokromo,2863,1170,113
2025-04-07,Rungkut,4308,1354,137
2025-04-07,Mulyorejo,2126,1117,168
2025-04-07,Genteng,2311,912,117
2025-04-07,Tegalsari,1888,878,142
2025-04-07,Sawahan,3130,1406,95
2025-04-07,Kenjeran,4130,1183,139
2025-04-08,Gubeng,2151,727,217
2025-04-08,Sukolilo,3065,974,124
2025-04-08,Tambaksari,4529,1171,120
2025-04-08,Wonokromo,2878,1175,116
2025-04-08,Rungkut,4329,1355,135
2025-04-08,Mulyorejo,2146,1121,167
2025-04-08,Genteng,2316,916,119
2025-04-08,Tegalsari,1891,880,142
2025-04-08,Sawahan,3156,1406,95
2025-04-08,Kenjeran,4177,1186,141
2025-04-09,Gubeng,2156,732,216
2025-04-09,Sukolilo,3075,980,128
2025-04-09,Tambaksari,4534,1177,123
2025-04-09,Wonokromo,2902,1175,117
2025-04-09,Rungkut,4347,1359,136
2025-04-09,Mulyorejo,2144,1121,170
2025-04-09,Genteng,2319,919,123
2025-04-09,Tegalsari,1899,886,142
2025-04-09,Sawahan,3174,1412,93
2025-04-09,Kenjeran,4221,1186,140
2025-04-10,Gubeng,2161,738,219
2025-04-10,Sukolilo,3107,983,128
2025-04-10,Tambaksari,4537,1177,126
2025-04-10,Wonokromo,2932,1179,119
2025-04-10,Rungkut,4380,1360,140
2025-04-10,Mulyorejo,2149,1122,172
2025-04-10,Genteng,2321,925,126
2025-04-10,Tegalsari,1915,886,142
2025-04-10,Sawahan,3177,1413,95
2025-04-10,Kenjeran,4263,1189,143
2025-04-11,Gubeng,2183,740,220
2025-04-11,Sukolilo,3134,984,132
2025-04-11,Tambaksari,4591,1182,124
2025-04-11,Wonokromo,2947,1181,117
2025-04-11,Rungkut,4384,1361,144
2025-04-11,Mulyorejo,2148,1126,176
2025-04-11,Genteng,2336,929,127
2025-04-11,Tegalsari,1935,888,140
2025-04-11,Sawahan,3198,1419,96
2025-04-11,Kenjeran,4288,1191,145
2025-04-12,Gubeng,2207,743,219
2025-04-12,Sukolilo,3159,989,133
2025-04-12,Tambaksari,4596,1186,124
2025-04-12,Wonokromo,2973,1186,115
2025-04-12,Rungkut,4387,1362,145
2025-04-12,Mulyorejo,2163,1131,175
2025-04-12,Genteng,2355,931,127
2025-04-12,Tegalsari,1935,888,140
2025-04-12,Sawahan,3212,1425,96
2025-04-12,Kenjeran,4293,1191,144
2025-04-13,Gubeng,2217,747,221
2025-04-13,Sukolilo,3178,989,131
2025-04-13,Tambaksari,4601,1190,122
2025-04-13,Wonokromo,2992,1192,115
2025-04-13,Rungkut,4431,1362,145
2025-04-13,Mulyorejo,2170,1137,173
2025-04-13,Genteng,2374,935,126
2025-04-13,Tegalsari,1946,889,143
2025-04-13,Sawahan,3223,1426,96
2025-04-13,Kenjeran,4308,1194,143
2025-04-14,Gubeng,2218,750,221
2025-04-14,Sukolilo,3193,992,135
2025-04-14,Tambaksari,4605,1192,121
2025-04-14,Wonokromo,3016,1195,117
2025-04-14,Rungkut,4463,1365,143
2025-04-14,Mulyorejo,2170,1137,174
2025-04-14,Genteng,2382,939,127
2025-04-14,Tegalsari,1963,891,144
2025-04-14,Sawahan,3233,1432,100
2025-04-14,Kenjeran,4352,1198,142
2025-04-15,Gubeng,2225,754,224
2025-04-15,Sukolilo,3200,994,134
2025-04-15,Tambaksari,4659,1194,121
2025-04-15,Wonokromo,3040,1200,118
2025-04-15,Rungkut,4514,1371,142
2025-04-15,Mulyorejo,2175,1139,178
2025-04-15,Genteng,2403,941,125
2025-04-15,Tegalsari,1983,892,146
2025-04-15,Sawahan,3268,1433,103
2025-04-15,Kenjeran,4392,1198,145
2025-04-16,Gubeng,2236,759,223
2025-04-16,Sukolilo,3216,996,138
2025-04-16,Tambaksari,4698,1200,125
2025-04-16,Wonokromo,3067,1203,121
2025-04-16,Rungkut,4540,1376,142
2025-04-16,Mulyorejo,2178,1144,177
2025-04-16,Genteng,2422,947,126
2025-04-16,Tegalsari,1983,896,147
2025-04-16,Sawahan,3287,1437,105
2025-04-16,Kenjeran,4441,1204,148
2025-04-17,Gubeng,2246,759,227
2025-04-17,Sukolilo,3253,1001,142
2025-04-17,Tambaksari,4729,1205,123
2025-04-17,Wonokromo,3069,1204,124
2025-04-17,Rungkut,4575,1377,145
2025-04-17,Mulyorejo,2191,1148,180
2025-04-17,Genteng,2440,950,130
2025-04-17,Tegalsari,1989,902,148
2025-04-17,Sawahan,3288,1437,105
2025-04-17,Kenjeran,4453,1209,150
2025-04-18,Gubeng,2260,764,229
2025-04-18,Sukolilo,3261,1003,143
2025-04-18,Tambaksari,4756,1210,125
2025-04-18,Wonokromo,3092,1205,124
2025-04-18,Rungkut,4629,1380,143
2025-04-18,Mulyorejo,2195,1148,178
2025-04-18,Genteng,2463,955,129
2025-04-18,Tegalsari,1995,904,149
2025-04-18,Sawahan,3316,1441,106
2025-04-18,Kenjeran,4471,1209,151
2025-04-19,Gubeng,2279,767,229
2025-04-19,Sukolilo,3263,1003,147
2025-04-19,Tambaksari,4797,1210,129
2025-04-19,Wonokromo,3102,1205,127
2025-04-19,Rungkut,4673,1385,142
2025-04-19,Mulyorejo,2205,1152,177
2025-04-19,Genteng,2471,958,130
2025-04-19,Tegalsari,1998,907,152
2025-04-19,Sawahan,3320,1446,109
2025-04-19,Kenjeran,4494,1209,154
2025-04-20,Gubeng,2295,768,230
2025-04-20,Sukolilo,3285,1006,145
2025-04-20,Tambaksari,4838,1211,129
2025-04-20,Wonokromo,3128,1211,131
2025-04-20,Rungkut,4676,1385,146
2025-04-20,Mulyorejo,2225,1153,177
2025-04-20,Genteng,2479,961,128
2025-04-20,Tegalsari,2002,913,153
2025-04-20,Sawahan,3338,1451,109
2025-04-20,Kenjeran,4526,1213,155
2025-04-21,Gubeng,2310,770,230
2025-04-21,Sukolilo,3318,1010,144
2025-04-21,Tambaksari,4886,1216,133
2025-04-21,Wonokromo,3137,1215,133
2025-04-21,Rungkut,4680,1386,146
2025-04-21,Mulyorejo,2225,1155,175
2025-04-21,Genteng,2483,966,127
2025-04-21,Tegalsari,2012,916,155
2025-04-21,Sawahan,3340,1454,110
2025-04-21,Kenjeran,4536,1218,157
2025-04-22,Gubeng,2328,775,229
2025-04-22,Sukolilo,3339,1013,144
2025-04-22,Tambaksari,4895,1218,137
2025-04-22,Wonokromo,3152,1215,137
2025-04-22,Rungkut,4699,1386,147
2025-04-22,Mulyorejo,2225,1161,176
2025-04-22,Genteng,2510,970,130
2025-04-22,Tegalsari,2022,921,156
2025-04-22,Sawahan,3353,1460,111
2025-04-22,Kenjeran,4563,1218,159
2025-04-23,Gubeng,2328,781,228
2025-04-23,Sukolilo,3350,1015,143
2025-04-23,Tambaksari,4927,1219,141
2025-04-23,Wonokromo,3167,1220,141
2025-04-23,Rungkut,4741,1390,149
2025-04-23,Mulyorejo,2225,1161,176
2025-04-23,Genteng,2532,976,130
2025-04-23,Tegalsari,2033,927,154
2025-04-23,Sawahan,3380,1463,113
2025-04-23,Kenjeran,4575,1221,157
2025-04-24,Gubeng,2348,786,232
2025-04-24,Sukolilo,3359,1021,141
2025-04-24,Tambaksari,4954,1221,145
2025-04-24,Wonokromo,3196,1223,145
2025-04-24,Rungkut,4797,1396,153
2025-04-24,Mulyorejo,2228,1167,179
2025-04-24,Genteng,2548,978,134
2025-04-24,Tegalsari,2048,932,155
2025-04-24,Sawahan,3383,1464,117
2025-04-24,Kenjeran,4586,1222,161
2025-04-25,Gubeng,2349,788,234
2025-04-25,Sukolilo,3370,1025,140
2025-04-25,Tambaksari,4974,1226,145
2025-04-25,Wonokromo,3205,1225,149
2025-04-25,Rungkut,4826,1401,157
2025-04-25,Mulyorejo,2227,1173,183
2025-04-25,Genteng,2559,978,134
2025-04-25,Tegalsari,2067,933,158
2025-04-25,Sawahan,3415,1465,116
2025-04-25,Kenjeran,4625,1228,160
2025-04-26,Gubeng,2369,793,235
2025-04-26,Sukolilo,3389,1029,143
2025-04-26,Tambaksari,4991,1229,146
2025-04-26,Wonokromo,3220,1230,153
2025-04-26,Rungkut,4876,1401,158
2025-04-26,Mulyorejo,2237,1175,186
2025-04-26,Genteng,2586,980,135
2025-04-26,Tegalsari,2088,935,160
2025-04-26,Sawahan,3412,1471,120
2025-04-26,Kenjeran,4666,1233,161
2025-04-27,Gubeng,2386,798,235
2025-04-27,Sukolilo,3423,1035,145
2025-04-27,Tambaksari,5015,1232,150
2025-04-27,Wonokromo,3226,1232,153
2025-04-27,Rungkut,4924,1403,160
2025-04-27,Mulyorejo,2249,1179,190
2025-04-27,Genteng,2599,982,138
2025-04-27,Tegalsari,2105,935,158
2025-04-27,Sawahan,3434,1477,121
2025-04-27,Kenjeran,4667,1239,160
2025-04-28,Gubeng,2398,798,236
2025-04-28,Sukolilo,3431,1040,144
2025-04-28,Tambaksari,5069,1234,149
2025-04-28,Wonokromo,3258,1234,151
2025-04-28,Rungkut,4962,1405,158
2025-04-28,Mulyorejo,2256,1184,189
2025-04-28,Genteng,2599,987,138
2025-04-28,Tegalsari,2121,941,157
2025-04-28,Sawahan,3448,1477,124
2025-04-28,Kenjeran,4672,1240,161
2025-04-29,Gubeng,2399,802,235
2025-04-29,Sukolilo,3452,1043,142
2025-04-29,Tambaksari,5070,1236,153
2025-04-29,Wonokromo,3261,1240,152
2025-04-29,Rungkut,5003,1408,156
2025-04-29,Mulyorejo,2259,1184,192
2025-04-29,Genteng,2622,987,138
2025-04-29,Tegalsari,2128,943,156
2025-04-29,Sawahan,3460,1483,128
2025-04-29,Kenjeran,4721,1245,164
2025-04-30,Gubeng,2402,806,237
2025-04-30,Sukolilo,3452,1048,141
2025-04-30,Tambaksari,5097,1241,152
2025-04-30,Wonokromo,3283,1241,153
2025-04-30,Rungkut,5040,1411,160
2025-04-30,Mulyorejo,2261,1184,191
2025-04-30,Genteng,2644,991,141
2025-04-30,Tegalsari,2136,946,156
2025-04-30,Sawahan,3489,1484,128
2025-04-30,Kenjeran,4758,1246,166
2025-05-01,Gubeng,2418,811,239
2025-05-01,Sukolilo,3463,1053,139
2025-05-01,Tambaksari,5150,1246,152
2025-05-01,Wonokromo,3289,1245,155
2025-05-01,Rungkut,5051,1414,160
2025-05-01,Mulyorejo,2275,1190,195
2025-05-01,Genteng,2673,994,142
2025-05-01,Tegalsari,2137,949,159
2025-05-01,Sawahan,3511,1488,126
2025-05-01,Kenjeran,4814,1248,165
2025-05-02,Gubeng,2428,817,241
2025-05-02,Sukolilo,3480,1057,142
2025-05-02,Tambaksari,5161,1249,156
2025-05-02,Wonokromo,3290,1249,153
2025-05-02,Rungkut,5051,1415,158
2025-05-02,Mulyorejo,2297,1196,196
2025-05-02,Genteng,2688,999,145
2025-05-02,Tegalsari,2148,952,160
2025-05-02,Sawahan,3537,1488,129
2025-05-02,Kenjeran,4845,1252,164
2025-05-03,Gubeng,2435,819,239
2025-05-03,Sukolilo,3501,1058,146
2025-05-03,Tambaksari,5171,1251,157
2025-05-03,Wonokromo,3311,1255,157
2025-05-03,Rungkut,5090,1420,156
2025-05-03,Mulyorejo,2302,1199,199
2025-05-03,Genteng,2717,1000,143
2025-05-03,Tegalsari,2152,955,158
2025-05-03,Sawahan,3553,1492,127
2025-05-03,Kenjeran,4863,1257,167
2025-05-04,Gubeng,2456,819,237
2025-05-04,Sukolilo,3530,1063,144
2025-05-04,Tambaksari,5182,1253,159
2025-05-04,Wonokromo,3329,1261,160
2025-05-04,Rungkut,5105,1422,155
2025-05-04,Mulyorejo,2319,1205,199
2025-05-04,Genteng,2739,1000,147
2025-05-04,Tegalsari,2173,957,162
2025-05-04,Sawahan,3568,1496,125
2025-05-04,Kenjeran,4879,1261,170
2025-05-05,Gubeng,2457,822,239
2025-05-05,Sukolilo,3545,1066,148
2025-05-05,Tambaksari,5218,1255,158
2025-05-05,Wonokromo,3337,1261,162
2025-05-05,Rungkut,5146,1422,154
2025-05-05,Mulyorejo,2336,1205,197
2025-05-05,Genteng,2766,1000,146
2025-05-05,Tegalsari,2172,959,163
2025-05-05,Sawahan,3604,1497,129
2025-05-05,Kenjeran,4881,1267,173
2025-05-06,Gubeng,2478,825,238
2025-05-06,Sukolilo,3558,1069,151
2025-05-06,Tambaksari,5239,1261,156
2025-05-06,Wonokromo,3358,1261,164
2025-05-06,Rungkut,5187,1422,153
2025-05-06,Mulyorejo,2339,1209,195
2025-05-06,Genteng,2796,1000,147
2025-05-06,Tegalsari,2192,965,167
2025-05-06,Sawahan,3614,1497,131
2025-05-06,Kenjeran,4908,1269,172
2025-05-07,Gubeng,2486,831,238
2025-05-07,Sukolilo,3589,1070,152
2025-05-07,Tambaksari,5263,1264,160
2025-05-07,Wonokromo,3387,1266,166
2025-05-07,Rungkut,5234,1423,152
2025-05-07,Mulyorejo,2336,1212,193
2025-05-07,Genteng,2802,1002,150
2025-05-07,Tegalsari,2212,965,167
2025-05-07,Sawahan,3611,1502,132
2025-05-07,Kenjeran,4958,1274,172
2025-05-08,Gubeng,2488,835,237
2025-05-08,Sukolilo,3606,1070,151
2025-05-08,Tambaksari,5309,1264,158
2025-05-08,Wonokromo,3422,1272,168
2025-05-08,Rungkut,5260,1425,153
2025-05-08,Mulyorejo,2360,1212,195
2025-05-08,Genteng,2804,1003,153
2025-05-08,Tegalsari,2232,965,169
2025-05-08,Sawahan,3632,1505,135
2025-05-08,Kenjeran,5016,1275,172
2025-05-09,Gubeng,2495,837,241
2025-05-09,Sukolilo,3622,1076,154
2025-05-09,Tambaksari,5331,1267,158
2025-05-09,Wonokromo,3429,1273,167
2025-05-09,Rungkut,5309,1429,151
2025-05-09,Mulyorejo,2361,1213,196
2025-05-09,Genteng,2818,1006,151
2025-05-09,Tegalsari,2244,971,168
2025-05-09,Sawahan,3648,1508,135
2025-05-09,Kenjeran,5068,1275,171
2025-05-10,Gubeng,2518,839,245
2025-05-10,Sukolilo,3652,1080,152
2025-05-10,Tambaksari,5346,1273,158
2025-05-10,Wonokromo,3433,1278,166
2025-05-10,Rungkut,5371,1432,153
2025-05-10,Mulyorejo,2359,1215,196
2025-05-10,Genteng,2844,1007,149
2025-05-10,Tegalsari,2267,977,169
2025-05-10,Sawahan,3669,1512,134
2025-05-10,Kenjeran,5074,1275,175
2025-05-11,Gubeng,2541,839,243
2025-05-11,Sukolilo,3654,1086,151
2025-05-11,Tambaksari,5355,1279,159
2025-05-11,Wonokromo,3446,1283,169
2025-05-11,Rungkut,5376,1436,153
2025-05-11,Mulyorejo,2381,1215,194
2025-05-11,Genteng,2877,1008,152
2025-05-11,Tegalsari,2277,978,167
2025-05-11,Sawahan,3706,1518,138
2025-05-11,Kenjeran,5095,1275,176
2025-05-12,Gubeng,2542,843,244
2025-05-12,Sukolilo,3689,1089,152
2025-05-12,Tambaksari,5358,1284,160
2025-05-12,Wonokromo,3451,1284,168
2025-05-12,Rungkut,5394,1439,152
2025-05-12,Mulyorejo,2379,1219,196
2025-05-12,Genteng,2884,1010,153
2025-05-12,Tegalsari,2286,982,168
2025-05-12,Sawahan,3706,1520,139
2025-05-12,Kenjeran,5104,1276,179
